IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
4043865.5,0.0,1.0,A,6.0,11.0,69.0,50.0,B1,Diesel,53.72845,R24
88885.56,0.0,1.0,E,10.0,13.0,44.0,50.0,B2,Regular,3861.5088,R82
2021665.4,0.0,0.10725208,C,6.0,2.0,35.0,57.0,B2,Diesel,237.01624,R24
4161798.2,0.0,0.04,C,4.0,0.0,34.0,68.0,B12,Diesel,171.5987,R72
22653.768,0.0,0.01,A,5.0,15.0,34.0,51.0,B2,Diesel,20.084078,R24
2009407.0,0.0,1.0,E,5.0,8.0,50.0,50.0,B2,Regular,3019.2231,R52
4181006.2,0.0,1.0,A,7.0,12.0,37.0,50.0,B12,Regular,30.0,R54
6075136.0,0.0,0.79,E,5.0,3.0,55.0,50.0,B12,Regular,2472.5432,R11
2159833.8,0.0,0.62,C,5.0,2.0,59.0,50.0,B12,Regular,473.0,R24
2258858.2,0.0,0.08,D,13.0,2.0,45.0,50.0,B11,Diesel,721.0,R82
2270741.2,0.0,0.07,F,9.0,6.0,41.0,50.0,B12,Regular,27000.0,R11
3117742.8,0.0,0.8046025,B,4.0,15.0,31.0,85.0,B2,Regular,48.0,R24
4067062.2,0.0,0.59,D,10.0,16.0,32.0,62.0,B12,Regular,915.3113,R72
2269987.8,0.0,0.41,D,5.0,1.0,25.02449,68.0,B12,Diesel,919.07574,R93
1049133.2,1.0,0.04,A,8.0,26.970673,28.716658,85.0,B1,Regular,13.0,R26
57823.15,0.0,1.0,E,5.0,7.0,44.0,50.0,B2,Diesel,8455.0,R24
5042513.0,0.0,0.27,E,5.0,2.0,29.0,50.0,B12,Regular,3862.4968,R41
145292.72,0.0,1.0,D,10.0,15.0,37.0,50.0,B2,Diesel,747.0,R52
58707.113,0.0,0.28,D,9.0,3.0,50.0,50.0,B6,Regular,1408.0,R24
1122019.5,0.0,1.0,C,4.0,6.0,44.0,50.0,B3,Diesel,451.1658,R52
3069538.0,0.0,1.0,D,7.0,10.0,41.0,50.0,B14,Regular,1466.3937,R41
2202067.0,0.0,0.49,E,7.0,10.0,21.449322,85.0,B1,Regular,4349.894,R52
37422.55,0.0,0.68,A,8.0,10.0,56.0,54.0,B11,Diesel,25.0,R24
2287044.5,0.0,0.14,E,6.0,16.0,27.0,76.0,B3,Diesel,2733.0,R24
2268656.0,0.0,0.95,C,7.0,2.0,45.0,50.0,B12,Regular,310.74127,R24
2209486.5,0.0,0.28,C,7.0,13.0,36.533943,60.0,B1,Regular,233.08377,R24
1019393.3,0.0,1.0,A,11.0,19.0,46.0,50.0,B10,Regular,21.146765,R53
96158.46,0.0,1.0,E,5.0,15.0,55.0,60.0,B1,Regular,3011.457,R93
59713.023,0.0,1.0,D,5.0,13.0,56.0,50.0,B2,Diesel,1325.7096,R24
4054316.8,0.0,0.32,D,10.0,4.0,32.0,51.0,B12,Diesel,1497.19,R11
2017883.4,0.0,0.91,E,6.0,0.0,41.0,50.0,B1,Diesel,3963.0,R82
2256801.0,0.0,0.26,E,9.0,7.0,34.0,64.0,B12,Regular,2363.982,R73
2259791.5,0.0,0.95,C,5.0,12.0,58.0,50.0,B4,Diesel,269.0,R24
4177135.5,0.0,0.04,E,7.0,0.0,34.0,72.0,B12,Diesel,5644.5854,R31
2261184.8,0.0,1.0,B,7.0,20.0,46.0,50.0,B2,Regular,51.0,R82
2097270.8,0.0,0.95,E,8.0,11.0,40.0,57.0,B1,Regular,3430.0,R26
1007077.94,0.0,0.08,D,5.0,0.0,34.0,55.878334,B4,Regular,380.8471,R93
3125356.8,0.0,1.0,C,6.0,10.0,46.0,50.0,B1,Regular,203.0,R24
3186362.8,0.0,1.0,E,9.0,10.0,45.0,50.0,B10,Regular,5393.8564,R93
3156178.5,0.0,0.08,C,10.0,7.0,44.0,58.59897,B12,Regular,81.53767,R93
3064469.2,0.0,0.14,C,13.382552,4.0,42.0,50.0,B2,Regular,94.0,R91
2262383.2,0.0,0.56,E,9.0,5.0,70.0,50.0,B11,Regular,3458.964,R52
1114632.6,0.0,1.0,C,5.0,5.0,54.0,50.0,B2,Regular,81.913445,R93
18890.154,0.0,1.0,E,6.0,3.0,43.0,50.0,B2,Regular,3317.0,R93
1195455.9,0.0,0.07,A,7.0,3.0,58.0,50.0,B12,Diesel,5.493888,R21
1192598.0,0.0,0.11,D,6.0,12.0,25.0,76.0,B4,Regular,879.1359,R24
138272.19,0.0,1.0,A,4.0,6.0,31.0,54.0,B2,Regular,31.0,R24
2077653.2,0.0,0.57,C,6.0,5.0,54.0,50.0,B1,Diesel,201.82095,R72
6084787.0,0.0,0.05,C,5.0,2.0,59.0,50.0,B12,Diesel,155.14082,R22
4171312.0,0.0,0.46,E,10.0,3.0,54.0,50.0,B12,Diesel,3616.961,R73
1035599.06,0.0,1.0,D,5.0,11.0,37.0,50.0,B5,Regular,711.43646,R73
33868.24,0.0,1.0,D,11.0,5.0,37.0,50.0,B6,Regular,1241.8433,R11
6056298.5,0.0,0.78,D,4.0,2.0,54.0,50.0,B12,Regular,1535.8479,R11
4123169.5,0.0,1.0,C,5.0,8.0,76.0,50.0,B2,Regular,208.06854,R24
1051584.8,0.0,0.11,B,4.0,0.0,28.0,80.0,B12,Diesel,76.036804,R93
2242034.0,0.0,0.52,E,5.0,11.0,34.0,54.0,B5,Diesel,4097.1245,R82
2211549.5,0.0,1.0,D,5.0,6.0,55.0,50.0,B2,Diesel,314.9846,R72
6021366.5,0.0,0.24,F,6.0,3.0,51.0,50.0,B12,Regular,27000.0,R11
144199.14,0.0,0.56756485,C,6.0,10.0,38.0,67.48463,B3,Diesel,269.0,R82
3239696.8,0.0,0.07,D,5.0,8.0,31.0,73.48199,B12,Diesel,659.64966,R24
3122006.5,0.0,0.03,D,6.0,0.0,60.0,50.0,B1,Diesel,1012.3267,R82
1097100.5,0.0,1.0,B,4.0,16.0,37.0,50.0,B1,Diesel,94.0,R24
3025863.8,0.0,0.27,D,7.0,17.0,69.0,50.0,B2,Regular,644.27893,R52
2061149.0,0.0,0.11,B,6.0,10.0,80.0,68.0,B1,Diesel,91.0,R52
6108229.5,0.0,0.02,B,10.0,0.0,28.0,56.0,B12,Diesel,100.860825,R31
3198448.2,0.0,0.49,D,4.0,22.0,46.0,57.0,B5,Regular,1043.0874,R53
5075378.5,0.0,0.26,E,5.0,5.0,27.0,90.0,B2,Diesel,3317.0,R52
2260303.5,0.0,1.0,C,5.0,17.0,83.16178,50.0,B1,Regular,111.732216,R24
3084490.0,0.0,1.0,C,7.0,1.0,34.0,50.0,B2,Regular,173.58852,R73
3173541.2,0.0,1.0,D,5.0,6.0,25.0,95.0,B1,Regular,848.1791,R24
2187316.8,0.0,0.62582636,D,5.0,22.39295,35.0,72.0,B1,Diesel,1110.4481,R82
3165897.0,0.0,0.46,C,8.0,18.0,49.0,50.0,B1,Diesel,186.7392,R24
1123530.2,0.0,0.16,B,6.0,10.604094,44.0,54.0,B1,Diesel,81.0,R24
2199651.2,0.0,0.25,F,7.0,2.0,42.0,95.0,B10,Regular,16632.637,R11
3129055.8,0.0,0.24,E,4.0,12.0,44.0,100.0,B1,Regular,3317.0,R82
3117211.0,0.0,0.73,E,6.0,4.0,39.0,50.0,B12,Regular,3317.0,R72
5103493.0,0.0,0.03,C,4.0,8.0,26.0,80.0,B2,Regular,388.92175,R93
3117694.2,0.0,0.89310324,D,5.0,13.0,28.0,80.0,B2,Regular,1181.9246,R24
3063446.0,0.0,0.4789365,A,7.0,5.0,52.0,50.0,B1,Diesel,27.0,R31
1187006.1,0.0,0.44,E,4.0,12.0,37.0,50.0,B11,Diesel,3864.5122,R72
2005023.6,0.0,1.0,C,5.0,4.0,59.0,50.0,B2,Diesel,120.0,R91
4131856.2,0.0,1.0,B,5.0,2.0,57.0,50.0,B2,Diesel,66.0,R24
4128324.0,0.0,1.0,B,6.0,3.0,50.0,50.0,B2,Diesel,67.0,R82
6029126.5,0.0,0.12,C,6.0,1.0,36.0,55.0,B3,Diesel,572.8018,R74
2155607.5,0.0,0.99895513,C,7.0,1.0,51.0,50.0,B12,Regular,182.0,R53
1193064.8,0.0,0.1481551,C,4.0,2.0,41.0,50.0,B12,Regular,371.5767,R72
171230.58,0.0,1.0,A,4.0,17.0,40.0,50.0,B1,Regular,29.0,R24
3023748.2,0.0,0.23,D,9.0,13.0,53.0,50.0,B13,Regular,630.408,R53
2012158.0,0.0,0.7727588,A,10.0,10.0,49.0,50.0,B12,Regular,14.0,R93
4021392.2,0.0,0.23,C,9.0,3.0,32.0,50.0,B4,Diesel,168.50165,R24
1087217.4,0.0,1.0,C,7.0,11.0,45.0,50.0,B13,Regular,121.82178,R53
3245334.0,0.0,0.08,D,8.0,17.0,43.0,50.0,B2,Regular,952.0153,R24
6096922.5,0.0,0.09,E,6.0,5.0,27.0,57.0,B12,Diesel,9178.988,R11
6034366.5,0.0,0.24,C,4.0,3.0,63.0,50.0,B12,Regular,230.83632,R53
2117724.0,0.0,0.55,D,10.0,4.0,40.0,50.0,B4,Regular,827.9851,R25
3146635.0,0.0,0.16,E,6.0,9.0,36.0,76.0,B2,Diesel,2774.5962,R11
4025475.2,0.0,1.0,E,6.0,2.0,38.0,50.0,B2,Regular,3317.0,R24
2184497.8,0.0,1.0,B,7.0,2.0,27.0,80.0,B1,Diesel,64.19697,R31
26499.576,0.0,0.53,D,7.0,17.0,24.0,100.0,B2,Regular,1006.94086,R24
2191579.5,0.0,0.08,A,8.0,0.0,39.0,50.0,B12,Diesel,40.220867,R24
4136562.5,0.0,1.0,C,4.0,9.0,39.0,50.0,B2,Diesel,229.0,R82
3168559.8,0.0,0.2650466,C,6.0,10.0,37.0,50.0,B2,Diesel,415.9094,R24
4186445.8,0.0,0.42,E,4.0,5.0,35.0,76.0,B2,Regular,3317.0,R72
4145083.2,0.0,0.03,B,5.0,10.0,62.25461,50.0,B1,Regular,62.431637,R53
6068840.0,0.0,0.32,E,7.0,4.0,32.0,63.052464,B6,Diesel,3317.0,R31
1048948.1,0.0,1.0,D,5.0,15.0,69.0,50.0,B1,Regular,489.02994,R24
151060.81,0.0,1.0,D,7.0,14.560438,61.0,50.0,B1,Diesel,434.5618,R54
2220306.8,0.0,1.0,C,6.0,13.0,29.0,72.0,B2,Diesel,187.07176,R24
154729.92,0.0,1.0,D,4.0,4.0,61.6738,50.0,B10,Regular,1524.898,R11
3077200.0,0.0,0.04,E,6.0,2.0,36.0,95.0,B2,Diesel,4128.0,R82
2060950.6,0.0,1.0,D,6.0,3.0,26.0,72.0,B3,Diesel,899.1415,R91
3095753.8,0.0,0.35,B,6.0,13.0,63.0,50.0,B4,Diesel,67.32705,R24
2105993.2,0.0,0.01217359,D,4.0,11.0,26.0,63.058147,B2,Regular,998.08655,R24
1112824.5,0.0,0.52,C,7.0,7.0,60.0,50.0,B1,Regular,298.0,R91
1042875.8,0.0,0.77111286,E,8.0,10.0,30.0,100.0,B5,Regular,3317.0,R23
6095629.5,0.0,0.16,D,7.0,2.0,31.0,50.0,B12,Regular,1313.0,R93
3150553.2,0.0,0.08,C,7.0,1.0,64.0,50.0,B12,Regular,385.9781,R73
3197847.2,0.0,0.9624943,C,5.0,13.0,49.0,50.0,B2,Diesel,145.06694,R24
3180393.2,0.0,0.75,C,10.0,1.0,47.0,50.0,B12,Diesel,458.81784,R82
4172901.2,0.0,0.9130351,D,8.0,14.0,41.0,50.0,B1,Regular,1647.4503,R24
23281.63,1.0,1.0,C,4.0,11.0,76.0,50.0,B2,Regular,43.0,R53
2239794.8,0.0,0.005479452,C,6.0,0.0,66.0,50.0,B1,Diesel,473.36365,R93
3111741.2,0.0,0.28,C,6.0,9.0,43.0,50.0,B13,Regular,110.64413,R21
3200259.2,0.0,1.0,A,5.0,10.0,75.0,50.0,B3,Diesel,28.0,R26
116064.55,0.0,0.36,E,7.0,10.0,49.0,68.0,B1,Regular,4348.0,R93
4156021.0,0.0,0.79104096,C,6.0,0.0,49.0,50.0,B6,Regular,220.98819,R22
27414.383,0.0,1.0,C,4.0,16.0,44.0,50.0,B10,Regular,152.5599,R54
1077733.0,0.0,1.0,B,5.0,10.0,67.0,50.0,B2,Diesel,80.67452,R24
3233153.8,0.0,1.0,D,6.0,8.0,67.0,50.0,B2,Diesel,686.4349,R53
4141126.8,0.0,1.0,C,7.0,13.0,44.0,50.0,B3,Diesel,214.1543,R24
2057212.9,0.0,0.08,D,5.0,2.0,46.0,50.0,B1,Regular,1102.3761,R11
4003246.2,0.0,0.58,A,4.0,10.0,35.0,50.0,B1,Regular,22.0,R53
4168917.2,0.0,0.110705905,E,4.0,1.0,56.0,50.0,B12,Regular,3203.5974,R21
5050721.5,0.0,0.04,E,11.0,0.0,51.0,50.0,B12,Regular,3317.0,R11
2065757.0,0.0,0.16,D,9.0,0.0,38.0,50.0,B12,Diesel,454.23816,R93
2110972.8,0.0,0.23,A,6.0,10.0,26.0,93.61066,B2,Diesel,12.0,R24
2152926.2,0.0,0.24,D,5.0,13.0,60.083225,61.52602,B2,Regular,413.10175,R52
2007520.5,0.0,1.0,C,8.0,15.0,44.0,60.0,B6,Diesel,280.87152,R21
2281393.5,0.0,1.0,C,4.0,12.0,78.0,57.99012,B2,Regular,165.0,R31
2143842.5,0.0,1.0,D,6.0,8.0,42.0,50.0,B2,Diesel,282.0,R72
1124268.0,0.0,0.5,E,6.0,0.0,56.0,50.0,B6,Diesel,2310.057,R11
6061916.5,0.0,0.4896461,B,7.0,9.0,45.0,50.0,B12,Regular,64.0,R21
3211590.0,0.0,1.0,B,7.0,2.0,49.0,50.0,B13,Diesel,84.0,R23
2106102.5,0.0,0.54,D,6.0,12.0,54.0,50.0,B2,Diesel,1804.4183,R91
2121432.2,0.0,0.54,B,6.0,9.0,26.0,90.0,B2,Diesel,79.417404,R24
5098473.5,0.0,0.039007276,C,5.0,14.0,39.0,54.0,B1,Diesel,175.97743,R82
4146526.5,0.0,0.42,C,6.0,11.0,45.0,51.0,B1,Diesel,298.0,R31
1037769.7,0.0,0.3,D,7.0,0.0,23.0,100.0,B5,Regular,717.6049,R21
4060198.5,0.0,0.08,B,4.0,18.0,74.0,50.0,B2,Regular,73.0,R82
1017137.6,0.0,0.18,A,6.0,6.0,30.0,51.0,B12,Diesel,35.515198,R53
4117808.8,0.0,1.0,A,8.0,12.0,43.0,50.0,B1,Regular,24.0,R24
2076333.4,0.0,0.25024238,E,5.0,15.568178,40.0,64.0,B5,Diesel,3688.0,R82
4161791.5,0.0,0.48,A,9.0,2.0,24.0,64.0,B10,Regular,27.0,R24
6057931.5,0.0,0.8,A,7.0,5.0,72.0,50.0,B12,Diesel,11.0,R93
4161416.5,0.0,1.0,B,6.0,0.0,44.0,50.0,B6,Diesel,58.283485,R53
2090503.4,0.0,1.0,B,5.0,13.0,59.0,50.0,B1,Regular,84.0,R72
2151687.0,0.0,1.0,A,6.0,6.0,32.0,62.0,B2,Diesel,18.0,R31
5004137.5,0.0,1.0,C,5.0,2.0,47.0,50.0,B12,Diesel,126.0,R25
1102937.1,0.0,1.0,E,6.0,11.0,50.0,50.0,B11,Regular,4116.0,R24
2078813.5,0.0,1.0,A,7.0,9.0,57.0,50.0,B1,Regular,8.390259,R93
2276687.0,0.0,1.0,C,7.0,10.0,64.0,50.0,B3,Diesel,78.54364,R54
91652.36,0.0,0.07,C,5.0,3.0,22.0,80.0,B1,Regular,184.42119,R24
58036.11,0.0,1.0,A,6.0,7.0,55.0,50.0,B2,Diesel,38.0,R24
2286705.5,0.0,0.36508948,D,6.0,0.0,58.0,82.98461,B2,Regular,1199.7434,R52
2283561.0,0.0,0.16,D,6.0,5.0,39.0,50.0,B2,Diesel,1054.0,R31
4152008.5,0.0,1.0,E,7.0,7.0,26.0,75.0,B4,Regular,1642.336,R52
4180238.0,0.0,0.33,C,5.0,2.0,53.0,50.0,B12,Diesel,173.47745,R93
2047105.2,0.0,0.41707864,B,5.0,6.0,23.0,72.0,B2,Diesel,51.0,R24
2273712.8,0.0,0.07,E,5.0,0.0,36.0,50.0,B12,Regular,2426.871,R82
2068556.6,0.0,0.2726622,D,7.0,8.0,54.0,50.0,B1,Regular,2715.0,R93
4160381.0,0.0,0.73248404,D,13.0,3.0,63.0,50.0,B4,Diesel,1054.0,R93
1188324.9,0.0,0.13568069,A,6.0,10.387207,42.0,50.0,B6,Diesel,33.0,R24
2119955.0,0.0,0.08,E,4.0,5.0,43.0,51.0,B2,Diesel,4614.7183,R24
1150144.1,0.0,1.0,C,7.0,13.0,60.0,50.0,B1,Regular,448.59488,R11
1180007.5,0.0,1.0,B,7.0,15.0,52.0,50.0,B2,Regular,57.0,R24
4019918.5,0.0,1.0,B,7.0,11.0,52.0,50.0,B2,Diesel,57.0,R24
3123989.5,0.0,0.01,B,4.0,0.0,37.0,85.0,B12,Regular,64.85748,R52
2178654.8,0.0,0.39,C,4.0,9.0,32.0,59.99579,B2,Diesel,229.0,R93
155605.86,1.0,0.04,C,6.0,1.0,44.0,50.0,B5,Diesel,235.87927,R54
1196796.6,0.0,1.0,E,6.0,9.0,50.0,50.0,B5,Diesel,3688.0,R54
1006355.8,0.0,0.0027322404,A,7.0,7.0,45.0,50.0,B2,Diesel,17.455704,R24
1051073.8,0.0,0.05,B,5.0,13.0,48.0,50.0,B1,Diesel,91.0,R24
2187599.0,0.0,0.04,D,4.0,0.0,34.0,72.53019,B12,Regular,1005.0035,R82
6087215.0,0.0,0.26,D,11.0,2.0,49.0,50.0,B12,Regular,1125.2234,R53
1042232.75,0.0,1.0,C,6.0,7.0,57.0,50.0,B4,Diesel,358.95477,R24
126281.48,0.0,1.0,B,5.0,2.0,50.0,50.0,B2,Diesel,87.68627,R31
3126204.8,0.0,0.08,E,5.0,3.0,75.0,60.0,B3,Diesel,3385.8438,R93
5103810.0,0.0,0.05,E,4.0,0.0,41.0,50.0,B12,Diesel,4128.0,R54
4053196.2,0.0,0.11,C,8.0,5.0,43.0,50.0,B1,Regular,72.880974,R93
29745.56,0.0,0.77727354,B,6.0,2.6544297,30.0,87.436386,B2,Diesel,70.0763,R82
3173131.8,0.0,0.08,E,8.012335,3.0,54.0,50.0,B2,Regular,3963.0,R91
165636.61,0.0,0.0027322404,B,6.0,4.0,20.0,76.0,B2,Diesel,86.9052,R82
2074870.9,0.0,0.8,D,7.0,18.0,59.469536,62.383583,B14,Diesel,483.96014,R24
2022763.9,0.0,0.41,D,6.0,8.0,43.0,50.0,B2,Regular,1475.9968,R82
82104.5,0.0,0.17,C,4.0,7.0,78.0,50.0,B6,Regular,462.01398,R11
91374.83,0.0,1.0,A,4.0,14.0,38.0,50.0,B1,Regular,11.0,R24
4183829.5,0.0,1.0,B,4.0,14.0,55.0,50.0,B1,Diesel,657.7058,R24
1079847.0,1.0,0.24,C,10.0,12.0,19.0,104.26034,B5,Regular,170.35481,R24
3143945.0,0.0,1.0,D,9.0,9.0,45.0,50.0,B1,Regular,1191.8497,R41
3150175.2,0.0,1.0,E,7.0,13.0,73.0,50.0,B1,Regular,3019.9563,R24
3077086.8,0.0,0.55,D,4.0,18.0,70.0,85.0,B6,Diesel,645.0,R23
1180236.8,0.0,1.0,A,6.0,15.0,60.0,50.0,B1,Regular,33.0,R54
5108825.0,0.0,0.58,A,8.0,7.0,47.0,57.0,B12,Diesel,8.0,R24
2142488.0,0.0,1.0,E,7.0,3.0,58.0,50.0,B2,Regular,3657.0,R31
2013419.9,0.0,0.25,E,5.0,11.0,27.0,80.0,B2,Diesel,2733.0,R53
4120701.5,0.0,0.5,D,6.0,3.0,53.0,90.0,B4,Diesel,1133.7697,R93
4180358.8,0.0,0.26,E,4.0,17.0,32.0,68.0,B2,Diesel,3317.0,R52
2227444.2,0.0,0.6588978,D,8.0,15.0,45.0,68.0,B1,Regular,762.08997,R42
3042865.2,0.0,0.07,C,10.0,2.0,53.0,50.0,B12,Regular,244.7036,R93
4143031.2,0.0,0.26,A,10.0,9.0,38.0,63.0,B5,Regular,65.0,R82
3070657.0,0.0,0.3667385,C,7.0,8.0,37.0,50.0,B1,Diesel,198.32431,R24
3044032.0,0.0,1.0,B,4.0,13.0,30.0,62.0,B13,Regular,57.0,R24
4175222.8,0.0,0.41,C,6.0,5.0,38.0,50.0,B11,Diesel,152.83171,R11
154856.19,0.0,1.0,A,8.0,6.0,74.0,50.0,B10,Diesel,21.0,R91
3237894.8,0.0,1.0,C,6.0,2.237553,45.0,64.0,B1,Diesel,115.0,R93
2120864.5,0.0,0.72,C,7.0,12.0,66.0,50.0,B2,Diesel,213.0,R24
2215661.0,0.0,1.0,A,6.0,10.0,35.0,50.0,B3,Diesel,24.0,R53
2275936.2,0.0,0.24,A,7.0,12.0,51.0,50.0,B14,Diesel,34.0,R24
4178610.5,0.0,0.99486095,E,5.0,10.0,67.0,50.0,B12,Diesel,3019.0554,R53
3252871.2,0.0,0.74,E,4.0,1.0,49.0,50.0,B2,Diesel,3984.4187,R24
5076145.0,0.0,0.33,D,6.0,0.0,38.0,60.0,B12,Diesel,1009.1754,R25
4052814.0,0.0,1.0,E,4.0,6.0,31.0,53.796135,B2,Regular,4059.0,R41
141969.5,0.0,1.0,C,9.0,6.0,41.52641,50.0,B1,Diesel,163.01198,R24
3138040.2,0.0,1.0,C,10.0,10.0,46.0,56.0,B2,Regular,229.84937,R93
159302.58,0.0,0.45,E,6.0,19.0,29.0,64.0,B1,Diesel,3570.9788,R54
25236.984,0.0,1.0,D,5.0,9.0,29.0,72.0,B3,Diesel,1257.8519,R82
2024430.9,0.0,0.65324306,C,5.0,5.0,48.0,50.0,B3,Diesel,167.24875,R91
153710.77,0.0,0.24,A,6.0,0.0,79.0,50.0,B11,Regular,16.727983,R24
1017904.4,0.0,1.0,E,7.0,12.0,32.0,50.0,B3,Regular,3301.0,R24
4156833.2,0.0,0.04,A,8.0,20.0,51.0,50.0,B1,Diesel,29.0,R31
2088167.9,0.0,0.72,B,7.0,0.0,50.0,50.0,B12,Regular,104.711586,R93
2281563.8,0.0,1.0,A,4.0,5.0,75.0,50.0,B2,Diesel,30.0,R24
129647.945,0.0,0.25,C,4.0,26.456123,50.0,72.0,B1,Regular,137.0,R24
3074096.8,0.0,0.1,D,4.0,0.0,38.0,100.0,B12,Diesel,1329.0,R94
3029380.0,0.0,0.08,E,5.0,9.0,35.0,50.0,B5,Diesel,5449.0,R11
3232573.8,0.0,0.57,E,4.0,2.0,51.0,50.0,B12,Regular,8455.0,R82
5003974.0,0.0,1.0,A,5.0,15.0,45.0,72.0,B2,Regular,9.0,R72
166855.28,0.0,1.0,C,4.0,3.0,27.0,85.0,B2,Diesel,136.90285,R93
6099939.5,0.0,0.41582024,B,6.0,3.0,33.0,54.0,B12,Diesel,74.48752,R31
2227715.8,0.0,1.0,A,4.0,3.0,70.0,51.0,B1,Diesel,32.0,R24
4128660.0,0.0,0.43,B,4.0,3.0,46.0,50.0,B12,Diesel,108.43615,R93
3012507.2,0.0,1.0,A,9.0,12.0,32.0,50.0,B12,Regular,12.0,R24
3126519.5,0.0,0.27,F,7.0,7.0,31.219917,50.0,B1,Regular,15716.234,R11
4132814.0,0.0,0.15,B,6.0,8.0,41.0,50.0,B1,Diesel,73.41725,R93
3013139.5,0.0,0.28,D,4.0,2.0,47.0,90.0,B12,Diesel,1326.0,R91
4142823.5,0.0,1.0,C,5.0,12.337885,43.0,50.0,B2,Diesel,331.759,R53
1130393.6,0.0,0.08,D,5.0,5.0,53.0,64.0,B2,Regular,1328.0137,R82
1087478.6,0.0,1.0,C,7.0,10.0,53.0,50.0,B2,Regular,180.37923,R24
3208553.8,0.0,0.64,C,4.0,1.0,75.0,50.0,B12,Regular,85.80316,R93
4032240.5,0.0,1.0,D,5.0,6.0,39.0,50.0,B1,Regular,1067.0396,R73
2057219.2,0.0,0.31,E,4.0,14.0,35.0,76.0,B2,Diesel,3317.0,R31
2073155.6,0.0,1.0,A,6.0,15.0,63.0,50.0,B2,Diesel,17.0,R24
3038336.0,0.0,0.005661053,B,5.0,13.0,28.0,80.0,B5,Diesel,58.667053,R52
1152321.5,0.0,0.002737663,C,5.0,10.0,30.0,55.286068,B5,Diesel,252.0,R24
84453.734,0.0,1.0,D,10.0,9.0,25.0,60.0,B2,Regular,983.0,R24
2006873.1,0.0,1.0,E,5.0,4.0,40.0,50.0,B2,Diesel,3977.57,R24
1002019.8,0.0,0.66,C,5.0,16.0,18.0,95.0,B2,Regular,90.607155,R41
2125610.2,0.0,1.0,C,9.0,2.0,39.0,60.0,B5,Diesel,283.90125,R91
3057940.8,0.0,0.16,A,5.0,6.0,34.0,76.0,B12,Diesel,19.0,R26
2075294.8,0.0,0.07,C,8.0,9.0,49.0,50.0,B5,Regular,144.73312,R74
6109677.5,0.0,0.24,D,5.0,3.0,43.0,50.0,B12,Diesel,2202.4617,R11
2060152.5,0.0,1.0,D,6.0,8.0,54.0,50.0,B1,Diesel,1232.0,R25
2284329.2,0.0,1.0,A,4.0,17.0,51.0,54.0,B2,Regular,19.0,R52
4151339.5,0.0,0.03,F,9.0,3.0,39.75543,54.0,B12,Diesel,27000.0,R11
146072.36,0.0,1.0,C,5.0,5.0,44.0,50.0,B10,Diesel,286.24188,R52
2005580.4,0.0,1.0,C,7.0,9.0,38.0,57.0,B6,Regular,229.0,R93
6054816.5,0.0,0.49,C,4.0,6.0,58.84905,50.0,B1,Diesel,153.39502,R72
3098965.5,0.0,0.43,C,7.0,0.0,36.0,50.0,B1,Regular,84.0,R72
47353.098,0.0,0.05,E,4.0,8.0,25.0,60.0,B4,Diesel,2599.256,R82
3019039.8,0.0,0.33,D,9.0,11.0,41.0,85.0,B1,Regular,539.78125,R91
4140154.5,0.0,0.002736958,C,7.0,5.0,37.0,50.0,B12,Regular,301.73413,R82
2004994.0,0.0,0.2,D,4.0,2.0,35.0,72.0,B12,Regular,1403.0,R52
4034936.0,0.0,0.47260296,E,9.0,13.0,45.0,50.0,B2,Regular,3538.7578,R52
2197564.5,0.0,1.0,D,6.0,1.0,72.0,58.0,B2,Diesel,797.64557,R41
2129253.2,0.0,1.0,B,4.0,13.0,77.0,50.0,B2,Diesel,83.0,R82
4147374.5,0.0,0.06190515,D,7.0,2.0,43.0,58.0,B12,Diesel,1285.8875,R83
1088116.5,0.0,0.9730127,C,4.0,0.0,69.0,50.0,B12,Regular,356.96286,R93
2270811.5,0.0,0.75,C,7.0,4.0,28.0,64.0,B12,Diesel,168.3041,R42
1136421.4,0.0,0.13,C,5.0,9.0,41.255623,50.0,B2,Diesel,262.07663,R52
2061921.9,0.0,0.71,D,6.0,3.0,50.0,50.0,B2,Regular,1313.0,R82
5018117.5,0.0,0.9,E,5.0,5.0,32.0,50.0,B4,Regular,5709.4683,R23
4083798.8,0.0,0.7557532,A,5.0,4.0,33.0,50.0,B5,Diesel,35.0,R53
2099387.5,0.0,0.005469432,D,7.0,2.0,29.715244,85.0,B1,Diesel,652.8802,R93
4137347.0,0.0,1.0,C,7.0,8.0,45.0,85.0,B3,Regular,182.88823,R82
4050145.5,0.0,0.005469419,C,10.0,0.0,60.0,72.0,B12,Diesel,97.0,R93
2275248.5,0.0,0.03,E,7.0,0.0,40.714794,50.0,B12,Diesel,2109.2166,R22
4168511.2,0.0,0.49,E,4.0,13.0,25.0,80.0,B4,Regular,3317.0,R24
2211073.0,0.0,1.0,C,5.0,10.0,46.0,50.0,B1,Regular,259.28177,R91
155718.86,0.0,1.0,C,5.0,2.0,45.0,50.0,B1,Regular,202.66148,R93
3183283.0,0.0,0.44,B,6.0,2.0,38.0,50.0,B2,Diesel,79.9441,R26
1071340.9,0.0,1.0,E,7.0,8.0,56.0,64.0,B10,Diesel,3317.0,R82
5107950.5,0.0,0.15,C,6.0,7.0,57.611694,90.0,B4,Diesel,132.0,R52
