cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,B,D,A,A,A,A,A,D,D,D,E,A,A,P,I,G,A,B,H,E,G,H,D,BI,CO,A,E,U,A,J,LC,0.629339,0.15999,0.527991,0.473202,0.281143,0.5455654,0.8618657,0.53642,0.64873,0.52775,0.6075,0.65288484,0.312885,0.82329285,4027.2917
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,D,A,A,B,H,D,D,C,E,A,C,T,F,A,A,B,K,F,E,K,G,BI,EB,A,AU,AN,N,P,DW,0.95021,0.737068,0.484196,0.652072,0.281143,0.928444,0.67479616,0.9709251,0.96909,0.83814,0.832976,0.843026,0.88975835,0.8244641,5617.853
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,B,H,D,B,D,E,E,A,P,I,A,A,A,E,E,H,R,B,AB,K,G,AI,N,C,M,GS,0.261841,0.620805,0.54977,0.83324,0.718531,0.2206064,0.23235393,0.36083,0.25753,0.20496,0.24541,0.253044,0.363547,0.3795969,3021.97
A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,B,D,B,A,C,B,D,B,A,A,B,A,A,C,D,C,E,C,D,T,L,A,A,C,E,F,H,F,K,BI,C,A,L,AT,E,O,HK,0.465671,0.15999,0.54977,0.267727,0.281143,0.6008703,0.42202744,0.26847,0.41471,0.47225,0.569745,0.590961,0.678452,0.48120037,4105.1343
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,G,C,A,C,A,E,H,K,B,BI,DX,A,Q,N,A,J,CI,0.4869094,0.620805,0.692825,0.554673,0.696981,0.3735,0.41274044,0.51256,0.42289,0.45567,0.3925,0.369858,0.298734,0.29073998,6926.6885
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,B,D,E,C,A,P,F,A,A,A,E,B,I,F,B,G,EB,A,C,AE,Q,D,HC,0.464228,0.199504,0.54977,0.208655,0.31300047,0.2614573,0.38899797,0.26847,0.40657,0.43373,0.341813,0.301921,0.3312861,0.602224,5073.4336
A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,D,D,D,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,O,A,A,B,E,F,F,F,E,BI,AC,C,H,AN,A,N,LO,0.464228,0.555782,0.792378,0.189137,0.281143,0.72653484,0.6625358,0.36083,0.45391,0.59334,0.622276,0.609277,0.633362,0.47698766,2956.476
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,D,C,B,B,B,A,A,A,G,H,D,D,C,E,C,A,D,M,A,A,A,E,E,I,F,A,BI,EL,A,K,AE,A,P,DJ,0.362003,0.737068,0.57136,0.373816,0.585792,0.36316216,0.3692429,0.26847,0.39849,0.43919,0.352419,0.359249,0.28987512,0.3864062,566.19934
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,D,A,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,F,A,A,A,K,D,K,F,B,AB,EG,A,AH,BA,E,K,FR,0.480125,0.199504,0.26116133,0.176921,0.281143,0.50317323,0.259395,0.23688,0.39849,0.39599,0.239678,0.241676,0.333292,0.2836713,564.51245
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,E,E,H,F,B,BI,AC,A,M,AK,J,K,HK,0.513457,0.358319,0.634224,0.463029,0.568839,0.34935,0.35093755,0.37194,0.35897,0.39599,0.415029,0.40165716,0.339244,0.739912,729.88257
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,B,H,D,D,C,E,A,D,T,F,D,A,B,M,N,G,H,E,BI,BC,A,M,X,A,N,KR,0.475784,0.15999,0.692825,0.18295,0.281143,0.7899037,0.9230573,0.2638,0.5042,0.5262107,0.843548,0.832658,0.684242,0.49386495,1545.4229
A,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,H,A,O,A,B,E,B,H,F,B,BI,EG,C,E,AE,A,J,DJ,0.4316972,0.358319,0.57136,0.373816,0.508483,0.32410035,0.4116373,0.33906,0.39447,0.43919,0.396226,0.369858,0.307181,0.38749084,3202.433
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,K,A,A,B,E,E,G,E,B,BI,E,A,U,BO,R,K,KT,0.636078,0.555782,0.462347,0.432728,0.281143,0.419901,0.3908466,0.3768539,0.4832,0.52221,0.569745,0.538473,0.336261,0.74190825,1897.9518
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,H,A,A,A,O,F,F,F,D,BI,CS,C,E,BG,E,J,HV,0.5705887,0.620805,0.909173,0.373816,0.281143,0.51067257,0.6798161,0.38885,0.4978584,0.51111,0.644013,0.675759,0.330336,0.8240449,2019.654
A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,D,D,C,B,G,B,G,F,D,BI,EL,A,L,BM,A,K,MD,0.470002,0.827585,0.819748,0.195483,0.281143,0.421047,0.49768084,0.3128,0.46226,0.48182005,0.771508,0.7816536,0.336261,0.47994062,4217.478
A,B,A,B,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,G,F,B,A,E,E,G,F,B,BI,EB,Q,C,AX,A,H,HN,0.5843082,0.737068,0.711159,0.614134,0.281143,0.49561667,0.5635779,0.60087,0.53774,0.55533,0.550529,0.538473,0.345247,0.3011048,6121.0864
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,I,A,A,A,G,F,I,K,K,BI,DW,A,AN,AJ,V,P,HQ,0.324129,0.422197,0.336963,0.50382,0.491114,0.4321818,0.3704385,0.36083,0.34365,0.43919,0.415029,0.432101,0.736269,0.35761154,875.9012
A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,B,C,B,B,D,A,A,A,B,H,D,D,D,E,A,A,P,I,Q,A,A,E,B,F,C,D,BI,EF,M,AS,AG,A,K,CI,0.500412,0.358319,0.54977,0.514031,0.281143,0.54567415,0.75841683,0.43518,0.52938,0.45017,0.5866767,0.55738,0.327393,0.35460064,4891.0874
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,H,A,A,A,F,E,I,K,K,BI,EL,E,AA,AT,E,J,GH,0.277834,0.299102,0.440642,0.208655,0.281143,0.45841292,0.350175,0.36636,0.32128,0.45017,0.453334,0.3866696,0.68771344,0.725055,3354.2522
A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,A,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,G,M,A,A,F,E,H,F,D,CI,CL,A,S,S,A,J,GC,0.465671,0.007940077,0.711159,0.309621,0.281143,0.38648963,0.5629012,0.39455,0.45808,0.41743,0.468839,0.462286,0.276878,0.60291445,2801.8513
B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,B,H,E,D,C,E,C,D,T,F,A,A,B,O,E,F,L,E,BI,BC,A,A,BF,Q,N,GS,0.490265,0.737068,0.728827,0.222469,0.281143,0.753304,0.8122942,0.2732,0.48331255,0.79863,0.63749045,0.63274974,0.678452,0.80670655,3401.6558
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,E,E,E,A,S,I,A,A,A,D,E,J,L,I,BI,DW,C,AA,BM,A,L,DP,0.2173891,0.488789,0.54977,0.74604,0.422268,0.34247428,0.310367,0.67263,0.31945,0.32446,0.24541,0.22473517,0.372852,0.22097848,881.8203
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,C,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,J,C,A,A,G,F,G,M,K,BI,DD,A,A,BJ,A,O,GC,0.606064,0.299102,0.215772,0.534409,0.643315,0.66395444,0.542126,0.48864,0.479,0.58257,0.415029,0.4089014,0.689974,0.804782,1408.3333
A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,G,C,A,A,I,F,F,E,B,BI,CO,A,R,V,C,P,HY,0.645422,0.555782,0.527991,0.534409,0.405415,0.5727401,0.5838131,0.5889612,0.55648,0.64056,0.644013,0.630853,0.339244,0.25635475,3553.6855
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,G,A,A,A,D,E,J,I,K,BI,CS,C,U,AE,A,P,HQ,0.289618,0.785784,0.909173,0.412789,0.397069,0.61308646,0.3774253,0.58354,0.32496,0.32446,0.41778708,0.366307,0.605077,0.6950906,5637.114
A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,H,A,A,D,D,E,O,G,B,N,BC,A,E,K,A,K,IE,0.362003,0.555782,0.440642,0.614134,0.538056,0.2070204,0.09435022,0.34987,0.30859,0.21983,0.223038,0.23296547,0.315758,0.6011813,856.70984
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,N,A,A,C,E,F,H,F,B,BI,AP,A,AR,AM,A,K,DF,0.50910115,0.785784,0.673861,0.614134,0.281143,0.37652236,0.4033658,0.41762,0.5189,0.50556,0.415029,0.369858,0.342239,0.35000604,1857.6597
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,F,A,A,A,G,E,H,L,K,AB,EG,G,O,N,A,N,HQ,0.281338,0.681761,0.298977,0.761209,0.405415,0.43597633,0.36405373,0.80058,0.32128,0.46119,0.359572,0.359249,0.633362,0.6946289,751.12665
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,A,A,A,A,D,D,D,E,A,A,P,D,G,A,A,E,E,G,F,B,BI,DL,A,AV,F,A,K,HV,0.583707,0.358319,0.527991,0.364302,0.281143,0.48081243,0.39698568,0.61229,0.44352,0.50556,0.453334,0.432101,0.339244,0.3157361,2240.393
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,A,B,C,B,D,B,A,A,A,B,H,C,D,C,E,A,D,T,F,A,A,C,M,E,F,U,K,BI,DM,A,P,BM,A,P,DJ,0.72550017,0.358319,0.397983,0.696873,0.78323,0.8073506,0.6088153,0.7977801,0.76431,0.80218,0.705501,0.714544,0.806381,0.8175116,2001.3854
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,E,E,I,F,B,BI,A,E,B,AE,F,K,DJ,0.475784,0.681761,0.527991,0.373816,0.388783,0.3769718,0.363768,0.26847,0.37458,0.37493,0.30118123,0.301921,0.315758,0.2169736,2642.2737
A,B,A,A,B,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,C,B,A,A,A,A,A,C,B,E,E,G,E,R,L,D,A,C,B,E,H,I,F,BI,AY,A,U,AG,A,O,DP,0.6535877,0.555782,0.215772,0.534409,0.725503,0.58033323,0.41724426,0.70839,0.64873,0.68039,0.327915,0.3294698,0.751507,0.36853802,5383.2036
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,I,G,A,A,G,P,G,F,B,BI,EB,A,J,S,A,K,EC,0.5402284,0.620805,0.506105,0.50382,0.422268,0.521509,0.4826303,0.4193712,0.52938,0.45017,0.661688,0.6653884,0.342239,0.3760749,3729.573
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,O,A,A,B,E,B,F,F,D,BI,CL,A,U,BJ,A,K,DJ,0.35659382,0.555782,0.634224,0.259793,0.281143,0.5065971,0.6746734,0.41762,0.42289,0.38016,0.453334,0.443374,0.290422,0.39043888,1708.7388
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,C,E,E,H,K,B,AB,CL,A,B,K,A,J,DP,0.503312,0.620805,0.527991,0.594598,0.281143,0.37589374,0.39353338,0.66475075,0.5042,0.45017,0.35355702,0.359249,0.330336,0.59891975,1596.5933
A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,I,A,B,A,F,E,H,F,D,BI,EG,C,J,V,C,K,GS,0.334375,0.422197,0.506105,0.354893,0.405415,0.3735,0.73269427,0.41762,0.4370091,0.36458,0.4922,0.481306,0.282249,0.79240036,2950.8987
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,C,T,K,A,A,A,D,F,H,M,G,BI,EG,A,AI,G,E,O,HQ,0.53515,0.737068,0.506105,0.61912024,0.281143,0.49994686,0.33262637,0.82252,0.4895,0.42828,0.464956,0.443374,0.67628235,0.38461557,2945.9507
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,B,E,E,F,A,S,I,A,A,A,E,F,H,F,I,AB,EB,C,J,AT,C,J,DP,0.39187238,0.737068,0.54977,0.782772,0.372405,0.42519894,0.39059225,0.65122,0.35127,0.38541,0.453334,0.443374,0.333292,0.28354812,2832.5942
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,F,A,A,A,E,E,H,C,K,BI,EB,A,U,AJ,E,P,EB,0.283689,0.555782,0.57136,0.354893,0.4236464,0.599275,0.48035353,0.54236,0.32128,0.45017,0.453334,0.443374,0.701266,0.3683961,2062.1047
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,G,H,D,B,D,E,C,A,P,I,A,A,A,F,F,F,K,B,AB,BC,A,S,BM,A,J,GS,0.500412,0.555782,0.484196,0.473202,0.281143,0.4803023,0.46905157,0.8827544,0.40455,0.5,0.377724,0.352251,0.28503662,0.39280063,4329.4575
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,A,A,D,B,C,E,A,D,T,A,A,A,D,K,F,F,F,K,BI,EL,A,AU,AT,A,P,HQ,0.828247,0.488789,0.336963,0.63238513,0.281143,0.9074968,0.7633287,0.62918,0.6971093,0.80218,0.9724813,0.9608506,0.8558422,0.61653197,1184.9674
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,B,D,D,A,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,K,A,A,A,H,B,G,B,B,BI,A,A,E,AQ,A,K,IE,0.4643507,0.737068,0.440642,0.696873,0.602545,0.5029694,0.44170168,0.596706,0.46853,0.45017,0.546666,0.481306,0.339244,0.19580624,4842.945
